,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,healthy_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,infected_midrib,vip>1,splot>0.8,Anova p-value <= 0.05,Max fold change >= 2,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
10.32_587.2699m/z,,587.2699153,1,10.32043333,0.430433333,52,1.01E-06,7.27E-06,238.5188252,CK_V,HI_V,100 - 28,171897.3784,64.86,53927.03722,200257.992,179227.6566,372727.6237,115961.9144,109282.0464,0,7142.025262,64.8431364,0,0,0,35691.55542,185601.8204,114098.3381,233726.976,105998.7378,83234.58212,0,5280.687297,26.22504942,0,0,0,x,x,x,x,,,,,,,,,,
10.26_591.3375m/z,,591.3375363,1,10.26336667,0.54395,13,0.047024206,0.065685536,6.790201204,CK_V,HI_V,100 - 26.5,194918.2112,18.01,171239.2542,229058.2392,188018.0192,192026.6845,241394.5017,147772.5684,27499.20884,28677.50445,0,2627.825315,47580.76529,21777.62927,113334.5284,212294.2797,119694.3816,120414.5157,220654.4504,112550.857,22032.05917,21203.64013,0,1216.804795,35155.48416,15874.82275,x,x,x,x,,,,,,,,,,
10.26_547.3479m/z,,547.3479385,1,10.26336667,0.920983333,2,0.000429208,0.001237646,4.91830494,CK_V,HI_V,100 - 25.2,265169.0525,18.61,239665.7422,310528.3829,253204.6242,258506.7814,332665.1101,196443.674,49398.46914,50758.92148,3677.620072,26912.72118,94220.01764,39814.70396,158622.5307,287801.9129,161192.9061,162102.3086,304083.3015,149621.1652,39577.50208,37530.24976,1487.370499,12461.83602,69615.32286,29022.96481,x,x,x,x,,,,,,,,,,
10.21_743.3147m/z,,743.3146703,1,10.2067,0.2834,0,3.48E-05,0.000140047,19.36264411,CK_V,HI_V,100 - 40 - 6.81 - 0.108,400308.724,22.04,327223.3943,363197.9648,534060.8253,451278.7574,296139.608,429951.7941,0,204362.3529,0,0,0,0,216572.4749,336616.795,339989.1165,282984.1755,270695.9852,327472.4357,0,151101.9131,0,0,0,0,x,x,x,x,,,,,,,,,,
10.15_913.2965m/z,,913.2965271,1,10.14933333,0.25715,0,5.14E-05,0.00019781,23.27406255,CK_V,HI_V,100 - 40.4 - 8.83,235428.8746,44.44,148567.3854,207369.1315,198738.3113,168334.4485,435961.4742,253602.4964,5040.626304,0,0,0,0,0,98329.17482,192192.5209,126519.0399,105557.7829,398504.6834,193156.136,4038.49353,0,0,0,0,0,x,x,x,x,,,,,,,,,,
11.79_663.3740m/z,,663.3740241,1,11.78975,0.654583333,5,2.61E-05,0.000109682,297.3331493,CK_V,HI_V,100 - 37.9 - 7.28 - 0.411,404859.0815,26.74,331205.505,606149.4217,350421.9517,444065.0979,318191.435,379121.0778,0,8967.524937,0,3062.413494,1586.406819,0,219208.0308,561787.4971,223082.5481,278460.6932,290853.1707,288757.2619,0,6630.429504,0,1418.039244,1172.131206,0,x,x,x,x,,,,,,,,,,
10.15_853.2754m/z,,853.2754301,1,10.14933333,0.313266667,9,0.000748559,0.001981524,20.86276962,CK_V,HI_V,100 - 39.8 - 10.3 - 0.715,515975.168,38.02,346717.1287,417639.9733,443060.5093,459948.8224,897366.4469,531118.1275,0,0,0,0,2560.394974,0,229474.3834,387074.3861,282057.2938,288420.9287,820266.8196,404525.6916,0,0,0,0,1891.771274,0,x,x,x,x,,,,,,,,,,
10.12_499.2541m/z,,499.2540886,1,10.1215,0.6607,106,8.90E-07,6.53E-06,4.381600211,CK_V,HI_V,100 - 17.1,154077.7719,17.9,132629.0125,150227.2672,131167.47,168295.8025,139275.9994,202871.0799,41505.15235,45651.30055,20841.77721,29049.23688,51759.44549,36261.68314,87780.37871,139232.6668,83502.68384,105533.5491,127309.7311,154516.5937,33253.46478,33753.76508,8429.213446,13451.14172,38242.94029,26432.98704,x,x,x,x,,,,,,,,,,
10.12_439.2329m/z,,439.2329093,1,10.1215,0.516583333,64,6.36E-08,6.85E-07,8.554455209,CK_V,HI_V,100 - 21.7,256537.1338,10.54,268006.1827,245754.0215,217849.0193,273569.247,240529.8702,293514.462,12573.82946,38332.7482,15489.81023,20929.53486,55457.84994,30582.25611,177379.6228,227768.157,138685.1311,171547.5558,219864.106,223555.0522,10074.01181,28342.55677,6264.67289,9691.343721,40975.54029,22292.96352,x,x,x,x,,,,,,,,,,
10.09_359.1132m/z,,359.1132461,1,10.0919,0.488483333,54,0,0,Infinity,HI_V,CK_V,100 - 17.2,118779.1391,24.57,0,0,0,0,0,0,110971.7481,100686.8459,110311.9902,101765.2931,109896.8106,176179.6074,0,0,0,0,0,0,88909.32586,74446.07499,44614.39646,47122.04266,81198.26491,128426.2857,x,x,x,x,,,,,,,,,,
10.03_683.3094m/z,,683.3093849,1,10.03438333,0.374483333,7,0.000142489,0.00048209,194.7131926,CK_V,HI_V,100 - 31.3 - 5.15 - 0.252,166694.4667,61.15,228367.6744,82193.63589,136498.2637,282375.9048,24137.56505,246593.7564,3904.843123,1800.544142,0,0,2290.782431,0,151144.9159,76178.17543,86896.3269,177069.9624,22063.72189,187817.9348,3128.516724,1331.290527,0,0,1692.565577,0,x,x,x,x,,,,,,,,,,
10.00_331.0818m/z,,331.0818356,1,10.0045,1.785933333,76,1.10E-05,5.53E-05,278.8835961,HI_V,CK_V,100 - 16,435926.5858,32.31,529.2586388,0,3150.787335,2558.46891,1137.935884,2002.227474,450319.0227,306821.2809,430896.5079,264216.4965,365090.4569,723189.1777,350.2892985,0,2005.826586,1604.343664,1040.167093,1524.994934,360790.5744,226858.2343,174271.0616,122344.4717,269750.4274,527169.4116,x,x,x,x,,,,,,,,,,
9.98_753.3902m/z,,753.3901873,1,9.97535,0.49035,2,6.50E-05,0.000242857,8.278680605,CK_V,HI_V,100 - 26.9,151252.4309,46.09,104660.0787,290657.5854,118532.6136,129776.4273,146350.822,117537.0582,24466.54683,11925.55336,2137.366719,2318.720179,9294.019002,5209.135697,69269.16797,269385.3884,75459.19243,81379.13582,133776.7015,89522.00516,19602.32422,8817.543457,864.4330139,1073.674805,6866.97105,3797.204224,x,x,x,x,,,,,,,,,,
11.90_275.2013m/z,,275.2013284,1,11.90371667,0.7377,94,3.06E-06,1.85E-05,2.3215007,HI_V,CK_V,100 - 18.5,3162368.354,18.32,1371203.346,1401807.546,1369418.823,1191436.593,1789699.411,1049686.229,3252083.317,3188644.228,4468779.868,2731009.103,4020277.646,2713100.391,907529.5572,1299214.227,871787.3954,747116.2703,1635932.622,799492.6658,2605532.853,2357627.207,1807345.841,1264583.666,2970418.955,1977717.008,x,x,x,x,,,,,,,,,,
8.30_494.1873m/z,,494.187348,1,8.296916667,0.312633333,229,3.55E-05,0.000142635,3.182453026,HI_V,CK_V,100,260644.1577,36.78,42629.56722,79430.82212,77915.53177,62993.03403,82129.6485,146303.7622,283365.7201,356694.0114,159784.5319,223764.4714,445438.986,249307.7033,28214.33624,73617.5622,49601.90216,39501.15424,75073.2611,111432.142,227029.452,263733.2501,64622.98831,103613.311,329116.674,181733.078,x,x,x,x,,,,,,,,,,
9.86_755.1582m/z,,755.1581565,1,9.859966667,0.318033333,3,0,0,Infinity,CK_V,HI_V,100 - 31.1 - 32 - 6.59 - 0.103,146194.1096,56.14,287044.9078,197123.9943,63297.56872,118567.2093,93103.77571,118027.2015,0,0,0,0,0,0,189980.3839,182697.1889,40295.94279,74350.15149,85104.51695,89895.32243,0,0,0,0,0,0,x,x,x,x,,,,,,,,,,
9.43_613.1319m/z,,613.1318789,1,9.43035,0.487916667,1,0.000178112,0.000584205,3.021546019,CK_V,HI_V,100 - 28.6 - 32.6 - 8.34 - 0.957,2559214.87,18.87,2813660.811,2531128.227,3332108.975,2457908.246,1898436.085,2322046.878,1534178.512,1131909.755,1387882.974,778585.3048,401497.5906,420494.0989,1862218.582,2345883.936,2121257.978,1541284.909,1735326.895,1768585.124,1229166.699,836914.0746,561313.0639,360521.0463,296650.1716,306519.5574,x,x,x,x,,,,,,,,,,
9.89_325.2016m/z,,325.2016049,1,9.88885,1.03295,16,5.22E-05,0.000200532,2.002307407,HI_V,CK_V,100 - 18.1 - 0.58 - 0.0104,2533274.069,19.7,1357980.98,1119543.604,1610492.194,1704301.543,773290.8486,1025455.2,3355637.729,3152176.69,2495153.339,2109303.937,2718247.018,1720670.384,898778.3473,1037608.182,1025257.409,1068719.409,706851.5066,781037.1226,2688499.492,2330663.753,1009135.635,976705.388,2008401.702,1254284.248,x,x,x,x,,,,,,,,,,
8.10_551.1763m/z,,551.1762978,1,8.0955,1.77845,101,1.55E-05,7.04E-05,2.339764388,HI_V,CK_V,100 - 26.5 - 3.79 - 0.171 - 0.337 - 0.0561,3234388.824,21.19,1743155.489,1511907.7,1237291.744,1449922.445,779176.4272,1572686.001,3500089.864,3906651.916,2574431.805,4007158.871,3063327.87,3137485.53,1153705.709,1401256.542,787673.8133,909205.4544,712231.4101,1197835.019,2804232.93,2888509.406,1041198.885,1855500.097,2263367.85,2287072.942,x,x,x,x,,,,,,,,,,
8.24_543.1499m/z,,543.1499172,1,8.2402,0.37065,8,9.50E-09,1.29E-07,766.5408258,HI_V,CK_V,100 - 24 - 1.78,342525.2978,41.79,10.65432623,1654.862774,13.18856823,76.64083893,868.0433199,57.68301025,210287.8785,204577.8448,212717.5261,390460.5676,530378.6529,517546.9744,7.051555115,1533.749242,8.395990586,48.0593076,793.4630671,43.93421803,168480.301,151261.2441,86031.11978,180801.322,391875.1247,377266.3397,x,x,x,x,,,,,,,,,,
5.60_359.1707m/z,,359.1706847,1,5.602,1.209883333,19,8.07E-09,1.12E-07,17.87884042,CK_V,HI_V,100 - 17.3,280216.409,40.35,359716.8098,173933.0976,445003.8164,265684.1248,143287.9639,293672.6418,22121.07099,23991.66738,13894.54901,7218.913715,6322.922728,13967.63794,238078.2093,161203.5516,283294.4249,166603.0181,130976.997,223675.5297,17723.15516,17739.01499,5619.488115,3342.691301,4671.74936,10181.72243,x,x,x,x,,,,,,,,,,
5.57_705.2023m/z,,705.2022757,1,5.572016667,1.298883333,2,6.27E-11,1.28E-09,154.6943915,HI_V,CK_V,100 - 35.2 - 9.06 - 1.19 - 0.0234,1718919.834,42.11,5824.574458,18747.5869,3902.012807,6862.484012,22243.20884,9090.416893,2219620.236,2028030.3,912782.8903,2772482.462,2385442.088,1056921.894,3854.988754,17375.51757,2484.065155,4303.270092,20332.12433,6923.708663,1778334.957,1499489.774,369164.3824,1283787.752,1762505.732,770444.1797,x,x,x,x,,,,,,,,,,
5.54_634.1994m/z,,634.1993973,1,5.542466667,0.296766667,0,1.48E-05,6.80E-05,279.8449752,HI_V,CK_V,100 - 27.5 - 4.33,165607.1125,44.03,247.42985,965.8412031,0,0,1472.513851,864.9048095,159328.9664,130205.1541,50448.44193,149389.411,239054.4417,116922.5268,163.7611977,895.1547138,0,0,1345.998903,658.7540476,127652.5894,96271.39051,20403.28331,69174.21434,176627.5634,85230.78271,x,x,x,x,,,,,,,,,,
5.54_359.1344m/z,,359.1343609,1,5.542466667,0.918666667,6,2.45E-07,2.15E-06,3.199316359,HI_V,CK_V,100 - 16,262306.7004,21.3,64718.97079,91267.97808,67503.67813,56575.0884,125073.1352,86791.30749,196655.0857,284222.5331,199699.9848,305563.7336,348573.2358,265124.3484,42834.18581,84588.39873,42973.59926,35476.64162,114327.1438,66104.52905,157557.8595,210149.1195,80766.32717,141490.1569,257546.5273,193262.6359,x,x,x,x,,,,,,,,,,
5.51_425.1925m/z,,425.1924569,1,5.51235,0.536133333,8,2.26E-09,3.45E-08,15.24988935,CK_V,HI_V,100 - 18 - 12.2,165256.3914,30.06,187052.5554,88226.01551,216066.3615,192212.9338,119599.523,188380.9593,11848.36807,7975.655903,7068.434145,6054.966541,6326.413917,17994.08477,123800.5459,81769.06661,137550.2712,120531.3073,109323.8116,143480.2051,9492.780248,5897.059064,2858.74566,2803.729866,4674.328857,13116.80452,x,x,x,x,,,,,,,,,,
5.51_365.1716m/z,,365.1715871,1,5.51235,0.59605,8,9.30E-12,2.04E-10,34.31264815,CK_V,HI_V,100 - 19.6,504801.964,33.36,572505.3159,252397.2912,661370.8748,626518.0091,335918.702,580101.591,16046.31965,30363.09444,12784.33515,12972.30553,15100.20967,10560.35859,378912.0683,233925.2294,421036.1231,392871.7657,307057.3524,441833.9069,12856.13219,22449.93559,5170.475083,6006.778106,11156.92819,7697.983035,x,x,x,x,,,,,,,,,,
5.27_531.1335m/z,,531.1334557,1,5.274583333,1.2518,3,1.21E-09,1.95E-08,9.730007548,CK_V,HI_V,100 - 23.6 - 4.11,394035.681,17.3,418230.1508,499995.9804,300129.1398,355598.0559,371552.118,418708.641,37533.39109,64285.08014,31252.32467,39747.73792,35495.91086,25006.76368,276805.2052,463403.0494,191065.5795,222985.5073,339629.2286,318909.0973,30071.33399,47531.2525,12639.63781,18405.04306,26226.4788,18228.70322,x,x,x,x,,,,,,,,,,
5.24_433.1709m/z,,433.1708792,1,5.2445,2.4198,41,4.90E-09,7.13E-08,4.589040935,CK_V,HI_V,100 - 15.5,360139.7075,20.03,261520.6061,352929.1492,395396.5761,354560.5541,320560.9528,475870.4065,91702.86062,99922.24691,55903.5451,56011.19579,72321.80605,89588.99521,173087.1504,327099.5175,251713.8989,222334.9192,293019.1051,362446.3097,73471.30832,73880.74398,22609.53609,25935.77709,53435.6287,65305.97988,x,x,x,x,,,,,,,,,,
5.15_351.1557m/z,,351.1556646,1,5.154966667,0.83365,11,2.61E-12,5.99E-11,22.87207738,CK_V,HI_V,100 - 20.5,209189.6338,20.04,217517.0839,177524.4736,235053.2599,263939.3327,145859.2179,215244.4349,8030.190344,18369.12782,6907.867861,7665.555108,11347.2896,6692.205229,143963.4635,164532.0875,149637.5439,165508.9082,133327.3349,163940.7495,6433.698869,13581.80858,2793.806501,3549.506946,8384.048834,4878.289114,x,x,x,x,,,,,,,,,,
5.63_575.1975m/z,,575.1975389,1,5.632166667,0.771066667,49,2.37E-10,4.45E-09,14.72374507,HI_V,CK_V,100 - 26.9,292017.7741,24.64,13139.51546,23866.36419,12252.27739,25212.13882,12298.98592,32229.42656,278812.019,296426.3032,387357.8795,271300.3321,291486.3948,226180.8362,8696.375107,22119.66971,7799.937326,15809.82087,11242.2858,24547.51663,223381.0775,219172.3715,156662.3716,125624.6156,215367.3921,164874.7271,x,x,x,x,,,,,,,,,,
5.13_525.1815m/z,,525.1815476,1,5.125,1.8782,25,1.54E-06,1.04E-05,9.717325543,CK_V,HI_V,100 - 23.3 - 4.04,445649.157,50.19,299099.957,473619.1779,452385.4074,230459.4815,862184.421,356146.4969,35450.78662,75298.32993,45133.84773,23119.28187,15439.91007,29350.94922,197959.0061,438956.6715,287993.6286,144514.6383,788107.5511,271258.6909,28402.77453,55674.25481,18253.85774,10705.29798,11407.91895,21395.40124,x,x,x,x,,,,,,,,,,
5.10_657.1663m/z,,657.1663384,1,5.095116667,0.952383333,8,5.87E-10,1.03E-08,23.95876826,HI_V,CK_V,100 - 29.7 - 6.79 - 0.427,464561.2885,29.04,19642.34261,10708.86811,16625.43491,28068.80243,7093.883105,34200.86217,628069.3153,438893.1448,354614.6421,453929.4006,415046.286,375911.1938,13000.26472,9925.124062,10583.93849,17601.15402,6484.393252,26049.05897,503202.1248,324509.8371,143419.7516,210190.3304,306660.7492,274020.808,x,x,x,x,,,,,,,,,,
5.07_515.1395m/z,,515.1395405,1,5.065866667,1.279866667,1,2.70E-09,4.05E-08,11.44934737,HI_V,CK_V,100 - 19.9,157776.8863,30.22,14044.45367,14683.38042,7220.312583,13575.56394,12900.34501,20258.50153,123444.525,170100.7401,187172.7302,242403.3732,256493.6502,121364.4102,9295.307554,13608.75593,4596.532042,8512.853101,11791.97752,15429.87128,98902.37555,125769.482,75699.82533,112243.9856,189512.6823,88468.69764,x,x,x,x,,,,,,,,,,
5.07_229.1550m/z,,229.1550467,1,5.065866667,0.775416667,8,9.36E-07,6.81E-06,6.405519466,HI_V,CK_V,100 - 11.4,203232.7736,34.84,48056.14468,21677.37661,41210.99124,37791.0255,19361.19324,22269.81873,230608.8014,204917.7153,154686.918,172254.7379,223303.3977,260144.099,31805.91109,20090.88636,26235.37964,23697.68578,17697.72477,16961.78939,184761.1976,151512.5383,62561.31788,79761.91942,164989.7603,189632.2786,x,x,x,x,,,,,,,,,,
4.95_428.1403m/z,,428.1403176,1,4.94875,1.37085,4,1.49E-07,1.41E-06,5.701200126,CK_V,HI_V,100 - 22 - 1.33,134959.1685,17.87,111310.1588,123458.4394,140256.6626,110707.3122,153767.3655,170255.0727,26538.00373,34879.17815,16832.29802,18870.7012,18455.62574,13373.608,73670.51676,114422.9545,89288.96588,69421.43176,140556.0329,129674.6382,21261.95236,25789.04809,6807.626402,8738.008408,13636.10809,9748.703765,x,x,x,x,,,,,,,,,,
4.89_407.1552m/z,,407.1551973,1,4.8888,1.7305,8,1.08E-08,1.45E-07,40.17606243,CK_V,HI_V,100 - 17.5 - 0.129,221836.1793,36.06,149770.3727,359553.8138,179250.3759,161160.3426,269251.9105,212030.2604,4987.83691,16851.20108,5630.556409,1871.12943,2469.684013,3480.872706,99125.37075,333239.3465,114112.8014,101059.1035,246118.4158,161492.6761,3996.199257,12459.48036,2277.212798,866.4195636,1824.748649,2537.385338,x,x,x,x,,,,,,,,,,
4.80_327.0718m/z,,327.0717701,1,4.799016667,1.222266667,2,2.47E-05,0.000104613,2.604012418,HI_V,CK_V,100 - 10.2,201008.7395,19.97,67237.52243,47997.44012,68085.41183,85499.72899,42677.985,151653.4805,225230.1215,227633.139,170164.6847,179414.8608,257894.8234,191434.4641,44501.08669,44484.67785,43343.93746,53614.46759,39011.19229,115506.7506,180451.8593,168307.9213,68821.11989,83077.38783,190547.9519,139546.3274,x,x,x,x,,,,,,,,,,
4.68_363.1291m/z,,363.1291341,1,4.679483333,1.314433333,12,1.19E-07,1.16E-06,25.74070517,CK_V,HI_V,100 - 15.8 - 0.196,287254.5091,35.7,212994.1273,261934.4891,272609.8162,183689.287,472860.5764,319438.7586,8346.349027,24796.42435,6939.303086,4522.49187,2298.154309,6006.704743,140969.9492,242764.4336,173546.4692,115186.3689,432233.5011,243300.2717,6687.001677,18334.03807,2806.520111,2094.123137,1698.012356,4378.592908,x,x,x,x,,,,,,,,,,
4.53_337.0927m/z,,337.0926593,1,4.52965,2.413433333,12,1.87E-11,3.99E-10,147.5548013,HI_V,CK_V,100 - 17.2 - 1.78,10399147.2,36.99,91410.08015,78786.64898,51733.16106,76949.42247,27686.94976,96292.78845,11578392.41,10903734.84,6046930.703,15926233.8,17800465.39,8063963.05,60499.66973,73020.5338,32933.91106,48252.81163,25308.15176,73341.32432,9276478.762,8062028.898,2445610.52,7374583.668,13152036.86,5878233.23,x,x,x,x,,,,,,,,,,
4.50_511.0572m/z,,511.0571619,1,4.500016667,1.930183333,3,7.38E-10,1.25E-08,11203.25668,HI_V,CK_V,100 - 24.9 - 8.16 - 0.524,679907.6455,49.42,0,0,0,0,0,364.1303587,1049740.08,808679.6586,409658.4589,1119505.006,1037708.806,524128.5397,0,0,0,0,0,277.3395928,841040.0345,597923.4522,165681.5806,518382.6533,766720.654,382063.9777,x,x,x,x,,,,,,,,,,
5.10_477.1608m/z,,477.1608428,1,5.095116667,0.89285,4,4.69E-10,8.35E-09,9.984210559,CK_V,HI_V,100 - 20.3 - 54.7,166806.4658,27.05,102825.5532,139533.0193,190300.7798,148470.9741,156175.2116,263533.2567,17635.65963,23035.52456,10497.20091,12373.17136,16139.23585,19146.62812,68054.98912,129321.0929,121147.6126,93101.95863,142757.0025,200719.8915,14129.49364,17032.05988,4245.470343,5729.351245,11924.6222,13956.95205,x,x,x,x,,,,,,,,,,
5.63_531.2073m/z,,531.2073207,1,5.632166667,1.1214,64,3.75E-08,4.36E-07,5.24988214,HI_V,CK_V,100 - 22.9,194752.1241,25.87,20619.23769,44265.96316,37785.13055,33020.0289,34021.04466,52867.44794,192325.0904,216275.602,258828.648,179614.9128,204751.2786,132646.542,13646.82176,41026.29444,24054.43826,20705.92843,31098.03604,40266.4489,154088.7157,159910.3591,104680.2246,83170.02117,151282.3572,96692.81793,x,x,x,x,,,,,,,,,,
5.63_753.2225m/z,,753.2225122,1,5.632166667,0.441683333,0,3.46E-12,7.84E-11,346.5879902,HI_V,CK_V,100 - 33.7 - 6.62,292261.1313,25.27,650.8700402,1719.316528,487.5150738,215.3836385,473.5267773,1512.901939,325624.2004,334777.1522,123290.6526,333751.5887,346522.0391,318306.9534,430.7776824,1593.485854,310.3575686,135.0610024,432.8424636,1152.300537,260886.4747,247528.3116,49863.46492,154542.439,256030.9819,232030.1444,x,x,x,x,,,,,,,,,,
5.66_467.0276m/z,,467.0276017,1,5.661883333,0.943733333,2,0,0,Infinity,HI_V,CK_V,100 - 24.8 - 0.993,248114.9113,46.52,0,0,0,0,0,0,337313.8862,223394.2337,297586.5989,494394.1563,185279.7766,226402.3792,0,0,0,0,0,0,270252.1205,165173.7496,120355.4253,228927.3859,136895.6596,165036.2211,x,x,x,x,,,,,,,,,,
6.42_633.2391m/z,,633.2390834,1,6.424,0.4394,6,9.00E-09,1.23E-07,7.062220624,HI_V,CK_V,100 - 26.1,229325.0005,21.2,28321.45618,53257.01334,15482.18476,26629.39939,46512.37015,24630.06249,212913.9318,208648.9164,248310.5715,270901.2132,289856.7882,149041.323,18744.52733,49359.32157,9856.132612,16698.54498,42516.13604,18759.46714,170584.2655,154271.3225,100426.3114,125439.805,214163.3423,108643.8085,x,x,x,x,,,,,,,,,,
6.40_505.1921m/z,,505.192123,1,6.39505,0.498383333,24,6.35E-10,1.10E-08,4.546436218,HI_V,CK_V,100 - 20.8 - 2.54,315758.3501,18.15,67302.65826,75053.13971,48269.47634,87696.09979,65863.14496,72526.50677,208604.6129,287987.9582,239244.7137,374067.0803,364929.6445,331957.0208,44544.19677,69560.26683,30728.89049,54991.74975,60204.33751,55239.75514,167131.6874,212933.2083,96759.73107,173210.3783,269631.6097,241980.3735,x,x,x,x,,,,,,,,,,
6.40_417.0823m/z,,417.0822893,1,6.39505,0.321333333,27,5.70E-07,4.44E-06,4.549178184,HI_V,CK_V,100 - 21.4 - 3.65,7199103.554,28.45,2073424.453,1308886.397,1113318.689,2188366.118,798720.0766,2012322.619,4993060.855,6159028.765,3879616.335,8624593.963,8759031.532,8682058.599,1372293.892,1213093.648,708751.1746,1372262.646,730095.9148,1532683.893,4000384.624,4553877.054,1569065.529,3993586.342,6471690.659,6328794.545,x,x,x,x,,,,,,,,,,
6.34_463.2180m/z,,463.2179666,1,6.336733333,0.441466667,197,3.28E-09,4.88E-08,6.893247204,CK_V,HI_V,100 - 18.2,296648.5778,18.96,258616.3419,382359.92,268277.8225,240752.3464,349734.6578,280150.3782,40716.01441,52918.88233,32146.32195,25480.28376,26631.24746,47906.21216,171164.9661,354376.3546,170788.6733,150969.0034,319686.2736,213376.3087,32621.21627,39127.28665,13001.20458,11798.55117,19676.74107,34921.2771,x,x,x,x,,,,,,,,,,
6.28_399.1653m/z,,399.1652986,1,6.27675,0.789016667,69,1.04E-06,7.45E-06,5.160105284,CK_V,HI_V,100 - 18.5,168350.4875,26.71,121182.5491,228254.5647,153567.5314,134783.4996,220168.5399,152146.2401,32782.99547,40861.64506,19371.56626,20778.33809,27707.92142,21464.91209,80204.54842,211549.4234,97762.81438,84518.92958,201252.1737,115882.0605,26265.37004,30212.37843,7834.603793,9621.332617,20472.25148,15646.86727,x,x,x,x,,,,,,,,,,
6.28_367.1029m/z,,367.1029463,1,6.27675,3.272716667,5,4.84E-13,1.19E-11,86.97015695,HI_V,CK_V,100 - 18.2 - 0.529,16230223.98,29.7,212541.2971,110961.4117,138091.6054,279112.1313,108415.621,270587.8123,14700149.48,13774957.37,19863946.89,25194129.87,15530121.2,14820353.83,140670.244,102840.5399,87910.66612,175023.3422,99100.80426,206092.9881,11777595.68,10184960.11,8033741.391,11666048.67,11474572.27,10803310.46,x,x,x,x,,,,,,,,,,
6.22_379.1604m/z,,379.1604073,1,6.217266667,1.4051,74,1.13E-05,5.63E-05,3.499203917,CK_V,HI_V,100 - 12.4,186455.0936,21.23,163100.3304,187198.5567,160317.4948,202260.9655,256841.5031,149011.711,59564.98819,66048.48168,35371.74453,25738.1453,35628.71949,59564.99939,107947.7899,173498.1588,102059.9168,126832.1445,234774.2815,113494.649,47722.80366,48835.08044,14305.68908,11917.953,26324.60567,43419.9607,x,x,x,x,,,,,,,,,,
6.22_443.1915m/z,,443.1914879,1,6.217266667,1.6927,99,1.86E-05,8.23E-05,2.366344275,CK_V,HI_V,100 - 19.9,236747.4207,26.89,191707.8769,327305.87,195675.5576,200543.4012,309756.9761,195494.8423,99074.89509,115522.3047,83842.6837,76794.14926,66452.86011,88034.70121,126881.6658,303351.5152,124569.2565,125755.1084,283143.3808,148898.4883,79377.70005,85415.15111,33909.19449,35559.24684,49099.30424,64172.97585,x,x,x,x,,,,,,,,,,
6.19_693.2021m/z,,693.2020881,1,6.187633333,0.586133333,4,9.40E-06,4.88E-05,6.658597692,CK_V,HI_V,100 - 36 - 11.4,350538.5903,49.57,250075.6697,577852.1599,171078.1423,297176.8956,201486.3,605562.3742,55702.72367,59615.25599,44168.73348,76334.06059,54531.15524,37283.27334,165512.3308,535561.2115,108910.2658,186351.2461,184175.0681,461226.0918,44628.40044,44078.46702,17863.52855,35346.20448,40290.84342,27177.67615,x,x,x,x,,,,,,,,,,
6.16_513.1604m/z,,513.160366,1,6.1583,0.823033333,15,5.28E-08,5.85E-07,76.03400088,CK_V,HI_V,100 - 23.9 - 3.53,496591.5365,39.55,603064.6625,227131.977,500811.4677,685353.1841,290741.1492,672446.7784,7263.017447,25125.82133,9077.490768,4727.506632,2910.445957,542.2928957,399137.7411,210508.9938,318822.2022,429765.6439,265761.3494,512168.5441,5819.048508,18577.58838,3671.285154,2189.054464,2150.409648,395.3049016,x,x,x,x,,,,,,,,,,
6.13_1003.3267m/z,,1003.326689,1,6.12865,0.234466667,0,0,0,Infinity,CK_V,HI_V,100 - 44.2 - 9.08 - 0.121,139933.4752,35.29,190940.1406,78281.78846,142436.6833,160084.3581,82407.47249,185450.4082,0,0,0,0,0,0,126373.5403,72552.62223,90676.79149,100384.384,75327.2151,141248.1532,0,0,0,0,0,0,x,x,x,x,,,,,,,,,,
6.13_587.1972m/z,,587.1972258,1,6.12865,0.990066667,8,2.24E-05,9.60E-05,29.98035297,CK_V,HI_V,100 - 24.1 - 0.9,283461.3245,19.97,307972.4933,200822.9596,238318.0858,361507.2567,287672.0692,304475.0827,415.6291081,5246.349952,3199.70016,477.3320839,1359.574401,1434.6508,203831.2853,186125.44,151715.9687,226691.0004,262955.9575,231903.2001,332.9974021,3879.058465,1294.081371,221.0268563,1004.533997,1045.790011,x,x,x,x,,,,,,,,,,
